0,0.074,2,0.9730334129081243
1,0.043,1,0.9296881991400345
2,0.062,2,0.8943175268534864
3,0.089,2,0.8471029089864323
4,0.134,2,0.7820862120744281
5,0.146,3,0.7112338948183524
6,0.168,3,0.6453720418576566
7,0.21,3,0.5840016340043584
8,0.163,3,0.5257397926027376
9,0.159,2,0.4751430079390985
10,0.234,3,0.4295096280466338
11,0.249,3,0.3820031329451653
12,0.455,4,0.32492042635719
13,0.714,6,0.2709124384179633
14,0.853,6,0.22917451371652542
15,0.836,6,0.19419733589078675
16,0.985,7,0.15890833830526824
17,1.602,10,0.12716224507611848
18,1.564,14,0.10593889854925838
19,2.227,12,0.08680096546004737
20,2.576,14,0.06705735242258944
21,2.58,10,0.05203908754672579
22,3.035,13,0.049999864743553245
23,3.179,14,0.049999864743555424
24,3.239,15,0.04999986474355606
25,3.751,16,0.04999986474355482
26,3.707,17,0.04999986474355549
27,4.125,22,0.049999864743554404
28,4.253,17,0.049999864743553925
29,4.284,18,0.049999864743553835
30,4.808,26,0.04999986474355262
31,5.12,21,0.04999986474355174
32,4.986,22,0.049999864743552114
33,5.216,22,0.04999986474355158
34,5.271,23,0.049999864743551586
35,5.3,19,0.049999864743551406
36,5.462,22,0.04999986474355129
37,5.232,26,0.04999986474355153
38,5.134,20,0.04999986474355167
39,5.163,21,0.049999864743551614
40,5.373,20,0.04999986474355117
41,5.405,21,0.049999864743551226
42,5.676,24,0.04999986474356043
43,5.38,20,0.04999986474355119
44,5.383,22,0.04999986474355132
45,5.365,24,0.04999986474355118
46,5.739,24,0.04999986474356567
47,5.574,25,0.04999986474355905
48,5.889,22,0.04999986474356956
49,5.772,25,0.04999986474356314
50,5.902,21,0.04999986474356979
51,5.782,21,0.04999986474356529
52,5.462,20,0.04999986474355535
53,5.785,20,0.04999986474356692
54,5.717,23,0.04999986474356273
55,5.847,24,0.049999864743565575
56,5.755,22,0.049999864743562106
57,5.512,21,0.04999986474355446
58,5.713,24,0.04999986474356002
59,5.738,21,0.04999986474356351
60,5.676,22,0.049999864743561426
61,5.745,20,0.04999986474356491
62,5.788,24,0.049999864743565825
63,5.701,22,0.04999986474356223
64,5.988,25,0.04999986474356793
65,5.704,23,0.04999986474355961
66,5.774,22,0.0499998647435634
67,5.573,23,0.04999986474355588
68,5.576,26,0.04999986474355702
69,5.76,26,0.04999986474356227
70,5.612,22,0.049999864743556256
71,5.752,24,0.0499998647435638
72,5.942,23,0.049999864743571
73,5.606,22,0.049999864743556784
74,5.681,21,0.04999986474356205
75,5.868,23,0.049999864743566595
76,5.289,18,0.04999986474355136
77,6.153,36,0.04999986474357704
78,5.319,25,0.04999986474355144
79,5.94,25,0.04999986474356967
80,5.941,28,0.04999986474356993
81,5.722,24,0.0499998647435639
82,5.75,25,0.049999864743562696
83,5.653,21,0.049999864743560316
84,5.782,24,0.04999986474356207
85,5.397,21,0.049999864743551316
86,5.644,22,0.04999986474355797
87,5.635,27,0.0499998647435584
88,5.76,22,0.049999864743561766
89,5.667,25,0.049999864743562245
90,5.582,24,0.0499998647435568
91,5.651,25,0.049999864743560454
92,5.769,23,0.049999864743566075
93,5.865,23,0.049999864743566526
94,5.944,22,0.04999986474357023
95,5.786,23,0.04999986474356187
96,5.438,21,0.049999864743551246
97,5.694,23,0.049999864743558095
98,5.802,22,0.04999986474356476
99,5.943,23,0.04999986474356825
